Puan,Yorum
1,Sayfaların hışırtısı Ve zamanla okuyan insanların azlığı üzerine çocuk kitabı olarak yazılsa verdiği mesajı güzel olan eser
0,Soruda verilen bilgiye uymayan çözümler aynı şıkkın aynı soruda tekrar verilmesi cevap anahtarıyla çözümde belirtilen sonucun uyuşmaması bariz teknik hatalarının olması dışında iyi bir kitap
1,Kitap marksizme yönelik popüler 10 eleştiriye cevap vererek ilerliyor marksist tezlerin günümüzde hala geçerli olduğunu ağdalı bir dile yer vermeksizin net bir şekilde ortaya koyuyor Eagleton ın Marksist bir edebiyatçı olarak önemi zaten tartışılmaz yazsa okunması gerekir
0,Kitabın içerisinde duvardaki fotografta öpüşürken çekilmiş bir fotograf resmedilmiş Ne gerek var bir çocuk kitabında resmin
0,Enver Aysever i severim fakat kitap gerçekten vasat Hiç keyif almadığım nadir kitaplardandır
0,Zweig in yazım tarzını normalde sevmezdim kitabı okudum artık sevmiyorum
0,Bence ciddi olumsuz durumlar içeriyor Uyurgezer olup binaların tepesinde dolaşması insanların uyurgezer olup bina tepesinde dolaşma arzuları tehlikeli
1,Yerdeniz serisinin güzel kitaplarından birisi Çok rahat anlaşılır bir dili var
1,Yazarın okudugum ilk kitabı Bitirdikten sonra sindirmek zaman aldı
0,Çok iyi Atatürk üzerine yazılmış kitaplar var Onları okuyunca kitap tad vermiyor
0,Beklediğim değildi beğenmedim Yazar kitabı sizinle sohbet eder yazmış benim beklediğim bir fantastik kitap değil Kitap arka planda doğaüstü bir olay olurken sıradan bir grup çocuğun üzerine odaklanarak anlatılmış Bölüm başlarında iki cümleyle doğaüstü kısımda neler yaşandığını veriyor bölümde normal çocuğun hayatına onun arkadaşlarıyla olan yaşamına odaklanıyor Aslında güzel bir kitap olabilirmiş fakat yazar bunu başaramamış
1,Dublin gitmeden önce okumak lazım
1,Bahadır Yenişehirlioğlu klasiği Tarih dram birlikte Akıcı bir kitap
1,Dostoyevskiyi 4 yaşındaki öğrencilerime öğretiyorum bugun gelen kitapların hepsini çocuklara karıştırttım
1,Okurken duygulanacak üzüleceksiniz Keşke olmasa idi dedirtecek bir hayat hikayesi
1,Kadın iç dünyasını iyi sorgulayanlardan
0,Fizik 2 kitabiyla problem cozumlerini istedim bana 2 tane fizik 2 kitabi geldi gulunc Ayrica iade ilgili hicbir baglanti bulamadim kargo olarakda yurtici kargo calisilsa cok iyi olur
0,kişisel gelişim bna göre değilmiş onu anladım
0,açıkçası ben beğenmedim konular sert bir şekilde anlatılmış İçtenlikten uzaktı Derg h şeyh olayları acımasızca işlenmiş tamamen zaman kaybıydı diyebilirim
0,Kitabın dili bence ağır baskı kalitesi iyi değil Aldım biraz okuduktan sonra bitirmeden rafa kaldırdım Bence kitabı almadan önce kitabı inceleyip öyle alın Ben tasavvuf ilgili olması nedeniyle isminden dolayı aldım pişman oldum
0,Cemile serisinin kitapları güzel cemile parka gidiyor hikaye olarak diğerlerine göre kısa basit geldi
1,Çok akıcı keyifli bir kitaptı Tavsiye ederim
0,Kitabın ismini yanlış vermişler sınavlara faydası yoktur
0,begenmeyıp iade ettiğim kıtap aşkı maddiyata bağlamıs tavsıye etmıyorum
0,Kitap abartıldığı kadar güzel olduğunu düşünmüyorum sıradandı
0,Kitabın dili ağır Nerdeyse 20 sayfa önsöz var Sakin sessiz bir ortamda okumak lazım
0,Teorik akademik bilgilerle yoğrulmuş uygulama etkinliklerden uzak bir kitap
1,kızım sevdi 1 günde bitirdi diyebilirim
0,bir gıda mühendisi olarak merak edip almıştım internet sitelerinde bulabileceğiniz bilgilerin dışında yok
1,Mavi mogi okumaya doyamadik defalarca okuduklarimizdan
1,röportaj şeklinde akıcıbir kitap günümüzde çoğunun terörist olarak görüldüğü kişilerle kendi inadıkları davaları hakkında röportajlar birde olaylara mücahidlerin gözlerinden bakın
0,Diğer Herve tullet kitaplarını kızım seviyor Ama bundaki karanlık sayfadan sonra korkmaya başladı
1,Alanında mihenk taşı olan bir eser
0,Beklediğim değildi Kitap cok acık saçık sahne var
1,Kutsal şehirleri konu alan beğendiğim bir kitap
0,Hiç sevemediğim bir tarz
1,Şeyh Şamil Hacı Murat arasındaki geçen olayları döneme ışık tutarak güzel bir şekilde anlatıyor Doğal olarak biraz rus yanlısı Şeyh Şamil Kafkasyayı anlayabilmek okunması gereken bir kitap
1,Saki den okuduğum ilk kitaptı beğendim
1,Çok güzel kitap seriden pek kitap aldım hepsini beğendi kızım
1,Sürükleyici bir solukta okunacak bir roman Mutlaka okunmalı
0,yıllarca medreselerde okutuldu baskı mizanpajı kötü mantığa giriş okunması gerek
0,Beğenmedim Bu kadar kişi beğenmiş olumlu yorum yapmış saygı duyuyorum Sanırım kitap tür bakımından bana uymadı
1,Benim alanım edebiyat sözlümün mimari bizim kitap biçilmez kaftan oldu kütüphanemizde yerini aldı güzel eserlerle tanışmanızı sağlıyor henüz okumayanlar biraz spoiler okumuş olduğunuz kitaplara bir mimari açıdan bakmanızı sağlıyor Baskı sayfa kalitesi oldukça iyi ağır bir kitap Biz beğendik tavsiye edilir
0,Bu eser ayet hadislerden bir kelimenin cumledeki fonksiyonun oldugunu yazma disinda değil harfi cer mubteda vs vs kesinlikle arapça öğrenmekle ilgisi yok ben bir kenara bırakıyorum Hocanın başaka güzel eseleri var bana göre luzumsuz
1,Onceden filmini izledigim bir kitapmis okurken farkettim filmi kitabi cok sevdim
0,Cahiliye dönemi hakkında merak edilen temel soruya cevap vermeye çalışmış eser
1,faydalı bir kitap olacağını düşünüyorum
0,Ölüm kavramı anlatıldıktan sonra çocukların elime verilebilecek bir kitap 12 yaş üzeri uygun Daha erken dönemde çocuğun duygusal dünyasını etkileyebilir
0,beni etkilediğini söyleyemem
1,Sona yaklaşıyoruz Başarılı bir şekilde hayal dünyasını etkileyen mükemmel eser aksiyona devam
0,Kitapta anlatılmaya çalışılan şeyler doğru olsa kişinin bunları kaleme alış biçimi kendisinin edebi dile gerekli birikimden yoksun olduğunu gösteriyor Okuduğum güç bela okumaya çalıştığım kötü baştansavma donanımsızca yazılmış kitap
1,tarihi psikoljik bir roman sonunda şaşırmamak elde değil
1,Kağıt kalitesi muhteşem Ayrıca içinde bulunan bilgilerle adeta zamanda yolculuk yapıyor insan
0,Kitap sarmadı ortalarına doğru okumayı bıraktım
0,Fatsa nın siyasi geçmişinin anlatıldığı bir kitap
0,Evet yahudiler masum zaten onlar kimseyi incitmiyorr bile
1,Uçurumun kenarındayım hızır şiiri beni benden aldı Tavsiye ederim
0,Ben kitabı içindeki makaleleri fazla ön yargılı buldum dolayısıyla ideolojik kaygılar hakim akademik olarak bakamadım Erik Jan Zurcher in diğer kitapları iyi
1,Muhteşem sevdiklerimden
0,Sürekli aynı şeyleri tekrar ederek yazılan bir kitap beğenmedim son bi kaç sayfasını okumak kitabı anlamaya yeterdi
0,maalesef beklediğimin altında çeviri kötü konuyu anlamak uğraşmak hatta bir şeyleri tahmin etmek zorundasınız
0,Bu kitap bence çokta güzel değildi zümrüt yeşil yakut kırmızıyı sevmiştim
1,özetini çıkardığım kitaplardan hadis tarihi faydalı
0,charles bukawski nin factotum isimli kitabıyla beraber aldım Ancak popülerliğe aldanmışım Diğer kitabı edepsiz hikayeler küfürlerden oluşmakta diğer taraftan cümleler kısa betimlemeden yoksun Bence bukawski tam bir zaman kaybı diğer yazarlara yönelin
0,bence olmamış yazar keşke biraz çalışsaydı
0,mini kitap çantada taşımak gerçekten uygun
1,imam gazalinin delaletten çıkışını anlattığı muazzam eseri herkese tavsiye ederim
1,Dr Rıza Nur un Anılarım adlı eserine verilmiş bir cevap
0,Bir şiir kitabının vereceği hissettireceği duyguları tam olarak alamadım Biraz sosyal medya şişirmesi düşünüyorum
1,Küçük ince bir kitap ben yolda okumaya başladım bile Herkes kitabı okumalı
0,Kitap başlarken iyi başladı Biraz gizemli bir polisiye havasında Ama garip bir şekilde bitti kitap Açıkcası hayal kırıklığına uğradım
1,Harika bir kitap İlgililerin okuyup ders çıkarmasını diliyorum
1,Jose Saramago nun Körlük ten sonra akıcı kitabı bence
1,Oldukça güzel bir kitap Akıcı anlaşılır bir şekilde çevrilmiş Okumanızı tavsiye ederim
1,sana beni asla tanımamış olan sana cümlede kitabın özetini bulacaksınız bir arkadaşımın tavsiyesiydi kitap oturduğum yerden birbirinden farklı duygusal anlar yaşadım sayesinde
0,Hür fikirli insanların temelsiz isnat iddialarla yaşadıkları dönemler gözetilmeden eleştirilmesi yazık
1,Tolstoy un güzel kitaplarından birisi sürükleyici
0,KİTAPYURDU SAYESİNDE İLK DEFA ELİME ALIP TA NEFRET ETTİĞİM KİTAP HALİNE DÖNÜŞTÜ 2014 BASKISI SİPARİŞ ETTİĞİM HALDE ESKİ YAZILARI KAYMIŞ 2010 BASKISI OLAN MAALESEF İLK DEFA KÖTÜ BİR KİTAP GÖNDERİLDİ
0,iç sayfalar kitabın sadeleştirilmediği anlaşılmıyor önsöz olduğu eski türkçe anlayan alsın yoksa paranıza yazık olur benim konuda azından uyarı yapılmalıydı tez aynen kitap haline getirilmiş sadeleştirilmesi lazım
0,Çizgi roman tarzında yapılmış Çok beğendiğimi söyleyemem
1,Güzel öyküler var Umarım devamı gelir Yerli Bilim Kurgu yaygınlaşır
0,sıradan yazılmış
1,keyifle okuduğum bir kitaptı tavsiye edilir
1,Küçükken filmini izledim etkilendim Şimdi büyüdüm kitabının etkisindeyim Siz temin edip okuyabilirsiniz dram ağırlıklı kitabı
0,İlköğretim seviyesinde ajanda
1,Marx komünizm düşüncesi üzerine yaygın yanlış kanılara açıklık getiriyor kitap Değerli
1,Kesinlikle tavsiye edeceğim bir kitap Her insanın hayat tecrübesi önemlidir bilhassa kendi içinde yaptığı savaşlar Duygu Hanım gönülden geçen duygu düşüncelerini bize aktarmış
0,Kitabın konusu tahminimden farklı çıktı Büyük bir macera okuyacağımı beklerken tamamen kahramanın düşünceleri anılarıyla örülü karışık bir hikaye çıktı Benim hayal kırıklığı olan tavsiye edemeyeceğim bir kitap
1,geçmişini kütlütürü özümsemeyen bir gençlik şeyleri görev bilip öğrenmek aktarmak gerekli
0,Bu romanın içindekileri tarihsel hakikatlermiş görmek tam bir bilgisizlik akıl tutulması post truth örneğidir
1,Nureddin hocamızın çogunluğu arapça olarak verdiği dualar kitabı Arapça okumayı bilmeyenler faydalı olmaz arapçası iyi olanlar güzel bir dua kaynağı
0,zorunlu olduğu almıştım kesinlikle sarmayan kişisel gelişim kitabı
0,sadece yargıtay kararları toplanmış ismi pratik çalışma kitabı ben başarısız buldum
1,Dönemine ışık tutması bakımından önemli bir hatırat
1,sıradışı bir dili var Huseyin Rahmi Gürpınarın geç tanıştım kitaplarını tamamlamaya çalışıyorum
1,Anlatımı sade akıcı Herkesin ürettiği bahanelere karşı Allah ı bilmenin anmanın önemi yerinde anekdotlarla açıklanmış bir eser
0,Kemilerin sözlükte sonda yer alan kullanılmayan karşılıklarını bulup bulmacalarda kullanmış Sarhoşa intoxicated bilimsel dilde diyorlardır Bulmaca kitabı fazla zorlama olmuş Tavsiye etmem
0,Çok beğendiğim söylenemez Merak eden okuyabilir
0,somut yok
0,bitirmek çabaladım ağır sıkıcı diyebilirim
0,Kitabı okudum Aman aman bir kattığını düşünmüyorum Almasınız hiçbir kaybetmezsiniz Hocanın dediği şeyleri herkes biliyor zaten
1,Çok açıklayıcı tamamlayıcı bilgiler içeriyor formasyon alanlar öğretmenler açısından okunması gereken iyi kaynaklardan işi ciddiye alan kitaplardan olduğundan tavsiye ederim
0,oyuncu anne instagramda kalsaydin keske
0,ben hayatım boyunca kitaba kadar saçma bir kitap aldım okudum herşeyin bir ilki varmış fantezi zekası sağolsun
0,test sayısı fiyatını düşünürsek kitap almak mantıklı
0,Bu seriyi beğenmedik kitap dahil
1,herkesin kütüphanesinde bulunması gereken tekrar tekrar okunup faydalanılacak bir kitap tavsiye ederim
1,Bilim felsefesiyle ilgili Türkçe deki sayılı kaynaklardan
1,Kitabı kadar beğendim arkadaşlarıma hediye etmek tekrar sipariş verdim mutlaka okunmalı benim ruhuma iyi geldi
1,Yaşar Kandemir roman Kaçar
0,Ne anlatımını sevdim anlattıklarını Bitirmiş olmak bile bitirmedim
1,Saramago nun son kitabı olan Filin Yolculuğu önceki eserlerine göndermeler yaptığından diğer kitaplarını okuyanlar bölümler tanıdık gelecektir Kitapta birçok bölümde yöneten yönetilen arasındaki eşitsizliklere dikkat çekilmiş Dili farklı olsada okunması zevkli bir eser olmuş
0,Kim derdi bir iskandinav polisiyesini beğenmeyeceğim Lars Kepler in kitabı övdüğüne cidden inanmak istemiyorum Konu güzel merak uyandırma heyecan sıfır Kitabı kapatıp başka bir yaptığımda severek okuduğum kitaplardaki özlem hissi olacak sorusu kafamda belirmedi bile Ayrıca çevirideki kelime tekrarları insanı itiyor Çevirmenin diline doladığı deyimle basit ifade hislerim bunlar
0,Barbarosoglunun toplum moda hakkında güzel denemeleri barındırıyor
0,sıkıcı bir kitap ders kitabı olarak kullandık ölüm gibiydi
1,tabip filozof Eb Bekir R z nin ahl k anlayışını ele almakta türlü kötülüğün kaynağı olan hev yı akıl irade vasıtasıyla kontrol altına alarak mutluluğa ulaşmanın yolunu filozofça yaşamın olması gerektiğini göstermektedir
0,Çok merak edip aldım sonu hüsran
1,Serinin bütün kitaplarını aldım keyifli
0,kitapların yazarı desteklendiğini anlamadım
0,Bu kitabın listelemesini yapmışsa ayık kafayla yapmadığı kesin Yazar Emily Bronte görünüyor Açıklama kısmında Daniel Defoe nun yaşamı var
0,Hiç sevmedigim bi kitap oldu bazi soruları cok sacma tavsiye etmem tek iyi yanı içinde cıkmış sorular olması
1,Çok güzel bir hikaye Çocuklar öğretici keyifli
0,Tarihselciliği başta yanlış tanımlayıp bunun üzerine kitabını kurgulaması gömleğin ilk düğmesinin yanlış iliklenip diğerlerine devam etmesi olmuş
1,Edebi uslup olarak basit sade akıcı ilerliyor kitap sonunu merak ettiriyor Acaba sonra olacak diyerek elinizden bırakmadan okumak istiyorsunuz Nazilerin 2 dünya savaşında Fransa yahudilere yaptıklarını okuyorsunuz Gerçekten insanların hallerini Okuyun çektiklerini görecek üzüleceksiniz okumanızı tavsiye ederim
1,15 temmuzu canlı yaşayan olay mahallinde şeyin sıcak tanığı olan tarafından böyle bir kitabın yazılması tarihe başka bir ışık tutmakta emeğine sağlık
1,Recep hoca alanında yetkin bir akademisyendir Kitabın başlangıç aşaması güzel İslam medeniyeti batı medeniyetinin temel farkını izah eden ardından fıkhın medeniyetimiz açısından önemi anlatan ilerleyen süreçte fıkhın modern ilimler tarafından işgal edildiğini anlatan güzel bir eser Fakat kitabın son kısımlarından tercüme edilen makaleler pek ilginizi çekmeyebilir İla nihaye tavsiye edilir
0,Troll kitap Boşa k ğıt zaman israfı
1,Kalemi güçlü bir yazar gayet iyi
1,devamı niteliğinde olan defterimde kuş seslerini kesinlikle okuyacağım
1,Kesinlikle öneririm
1,Sanatla ilgili tavsiye edildiğini duyunca okumak istedim
0,Pek begenmedim içime sinmedi kitap
1,işim gereği kitaplığımda bulunmasını uzun zamandan beri istiyordum nihayet alabildim
1,cok anlamlı guzel bir hikayeydi
1,İlmi derinliği yüksek bir kitap fakat konular üst üste yığıldığından bazen sıkıyor Ancak kesinlikle istifade edilmesi gereken bir kitap
1,gölge den sonra okuduğum ikinci kitabı sayın İsmail Güzelsoyun Ve diyorun cok sağlam kurgulara anlatıma sahip gecmıs gelecek arasında köptüler kurarak anlatıyor olayları spoi vermeyeceğim değişik kurguya sahip kitaplar okumak istiyoesanız İsmail Güzlsoyu ilk sıralara dahil edebilirsiniz
1,Türkçe iyi bilimkurgu örneği
1,düşünmeye harekete geçmeye teşvik eden bir kitap
1,Nureddin YILDIZ ın günlere göre vird edinilecek süper bir çalışması Allah Nureddin Hoca dan razı olsun
1,Bir piyanist olarak dış kapağından etkilenerek aldım Konu olarakta gayet güzeldi müziğe dair böyle hoş romanların bulunması beni mutlu ediyor
1,Çok güzel bir kitap olduğunu düşünmüyorum fakat altını çizdiğim cümle oldu
1,güzel akıcı bir kitap Bir faydalı bilgi yer almakta
0,Okudum dediğim bir kitap oldu Bütün derinlemesine ele alınan astronomi meselelerinde bir yüzeysellik bir Metal Fırtına lık sezinledim Kitabın bana kazandırdığı önemli bir şeyi ardı ardına belli bir disiplin içinde anlatmak bile anlaşılmak yeterli olmayabilir
1,içerisinde güzel hikayeler var yolun açık olsun
0,Tess Gerritsen ın kariyerini bitirdiği kitap diyebiliriz
1,Harika bir tarihi aşk kesinlikle okumalısınız
0,Tamam güzel toplumsal yaralarımıza parmak basıyorsunuz iyi yazarlar bize bunları eriterek sunmayı başaranlar arasından çıkar
0,kitaptan fayda görmrdim
1,Çok eğlenceli bir kitap yolculuk tam bir can kurtarıcı
1,Baskısı gayet iyi içinde faydalı bilgiler mevcut
1,Kripto paralar Bitcoin ilgili yazılmış temel iyi kitaplardan Terimlere boğulmamış Kripto paralara ilgi duymayanlar bile keyifle okuyabilirler
